Query_sequence,Most_common_class-level assignment,Class-level_assignment,Most_common_order-level assignment,Order-level_assignment,Most_common_family-level assignment,Family-level_assignment,Taxon_assignment,Likelihood_weight,otu
EUSF1049_ITS1F_B08_cleaned.ab1,Sordariomycetes,Sordariomycetes,Coniochaetales,Coniochaetales,Coniochaetaceae,Coniochaetaceae,Coniochaeta_hoffmannii,"0.739281, 0.170633, 0.090086",OTU62
EUSF1050_ITS1F_C08_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Kretzschmaria_deusta,1,OTU182
EUSF1051_ITS1F_D08_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,"Geniculisynnema_termiticola,Nemania_serpens","0.386346, 0.299786, 0.285099",OTU29
EUSF1052_ITS1F_E08_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Biscogniauxia_mediterranea,1,OTU35
EUSF1053_ITS1F_F08_cleaned.ab1,Sordariomycetes,Sordariomycetes,Sordariales,Sordariales,Chaetomiaceae,Chaetomiaceae,Chaetomium_elatum,1,OTU90
EUSF1054_ITS1F_G08_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Biscogniauxia_mediterranea,1,OTU50
EUSF1055_ITS1F_H08_cleaned.ab1,Sordariomycetes,Sordariomycetes,Coniochaetales,Coniochaetales,Coniochaetaceae,Coniochaetaceae,Coniochaeta_decumbens,"0.200038, 0.200030, 0.200001, 0.199981, 0.199950",OTU225
EUSF1056_ITS1F_A09_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,"Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.522585, 0.261771, 0.196975",OTU264
EUSF1057_ITS1F_B09_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Biscogniauxia_mediterranea,1,OTU226
EUSF1058_ITS1F_C09_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,"Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.524397, 0.260797, 0.196232",OTU208
EUSF1059_ITS1F_D09_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Kretzschmaria_deusta,1,OTU182
EUSF1060_ITS1F_E09_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Biscogniauxia_mediterranea,1,OTU50
EUSF1061_ITS1F_F09_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Mycosphaerellaceae,Mycosphaerellaceae,Cercospora_beticola,"0.550287, 0.334177, 0.115536",OTU6
EUSF1062_ITS1F_G09_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,"Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.478797, 0.284597, 0.215110",OTU179
EUSF1063_ITS1F_H09_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Biscogniauxia_mediterranea,1,OTU236
EUSF1064_ITS1F_A10_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Biscogniauxia_mediterranea,1,OTU57
EUSF1065_ITS1F_B10_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,"Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.791059, 0.112122, 0.088683",OTU219
EUSF1066_ITS1F_C10_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1067_ITS1F_D10_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Biscogniauxia_mediterranea,1,OTU229
EUSF1068_ITS1F_E10_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1070_ITS1F_G10_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Mycosphaerellaceae,Mycosphaerellaceae,"Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628",OTU109
EUSF1071_ITS1F_H10_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Mycosphaerellaceae,Mycosphaerellaceae,"Ramularia_endophylla,Zymoseptoria_tritici","0.444213, 0.343313, 0.206794",OTU122
EUSF1072_ITS1F_A11_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Mycosphaerellaceae,Mycosphaerellaceae,"Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628",OTU109
EUSF1073_ITS1F_B11_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Biscogniauxia_mediterranea,1,OTU184
EUSF1074_ITS1F_C11_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Biscogniauxia_mediterranea,1,OTU184
EUSF1075_ITS1F_D11_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Kretzschmaria_deusta,1,OTU182
EUSF1076_ITS1F_E11_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Biscogniauxia_mediterranea,1,OTU80
EUSF1077_ITS1F_F11_cleaned.ab1,Sordariomycetes,Sordariomycetes,Coniochaetales,Coniochaetales,Coniochaetaceae,Coniochaetaceae,Coniochaeta_ligniaria,0.998077,OTU204
EUSF1078_ITS1F_G11_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Kretzschmaria_deusta,1,OTU182
EUSF1079_ITS1F_H11_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1080_ITS1F_A12_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1081_ITS1F_B12_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,"Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.524397, 0.260797, 0.196232",OTU208
EUSF1082_ITS1F_C12_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Biscogniauxia_mediterranea,1,OTU70
EUSF1083_ITS1F_D12_cleaned.ab1,Pezizomycetes,Pezizomycetes,Pezizales,Pezizales,Pezizaceae,Pezizaceae,"Peziza_praetervisa,Peziza_proteana,Peziza_lobulata",0.997457,OTU243
EUSF1084_ITS1F_E12_cleaned.ab1,Sordariomycetes,Sordariomycetes,Diaporthales,Diaporthales,Diaporthaceae,Diaporthaceae,Diaporthe_eres,1,OTU238
EUSF1085_ITS1F_F12_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Biscogniauxia_mediterranea,1,OTU188
EUSF1086_ITS1F_G12_cleaned.ab1,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeriaceae,"Neofusicoccum_kwambonambiense,Neofusicoccum_ribis",0.982825,OTU64
EUSF1087_ITS1F_C01_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,"Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.524397, 0.260797, 0.196232",OTU208
EUSF1088_ITS1F_D01_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Biscogniauxia_mediterranea,1,OTU188
EUSF1089_ITS1F_E01_cleaned.ab1,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Aspergillaceae,Aspergillaceae,"Penicillium_viridicatum,Penicillium_freii","0.895740, 0.069317",OTU44
EUSF1090_ITS1F_F01_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1091_ITS1F_G01_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Biscogniauxia_mediterranea,1,OTU34
EUSF1092_ITS1F_H01_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Biscogniauxia_mediterranea,1,OTU17
EUSF1093_ITS1F_A02_cleaned.ab1,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeriaceae,"Neofusicoccum_kwambonambiense,Neofusicoccum_ribis",0.977272,OTU45
EUSF1094_ITS1F_B02_cleaned.ab1,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeriaceae,"Neofusicoccum_kwambonambiense,Neofusicoccum_ribis",0.977272,OTU45
EUSF1095_ITS1F_C02_cleaned.ab1,Sordariomycetes,Sordariomycetes,Coniochaetales,Coniochaetales,Coniochaetaceae,Coniochaetaceae,"Coniochaeta_ligniaria,Coniochaeta_hoffmannii",0.95137,OTU2
EUSF1096_ITS1F_D02_cleaned.ab1,Sordariomycetes,Sordariomycetes,Diaporthales,Diaporthales,Diaporthaceae,Diaporthaceae,Diaporthe_eres,1,OTU110
EUSF1097_ITS1F_E02_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1098_ITS1F_F02_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1099_ITS1F_G02_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1100_ITS1F_H02_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Kretzschmaria_deusta,1,OTU182
EUSF1101_ITS1F_A03_cleaned.ab1,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeriaceae,"Neofusicoccum_kwambonambiense,Neofusicoccum_ribis",0.977272,OTU45
EUSF1102_ITS1F_B03_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1103_ITS1F_C03_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1104_ITS1F_D03_cleaned.ab1,Sordariomycetes,Sordariomycetes,Diaporthales,Diaporthales,Diaporthaceae,Diaporthaceae,Diaporthe_eres,1,OTU68
EUSF1105_ITS1F_E03_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Biscogniauxia_mediterranea,1,OTU263
EUSF1106_ITS1F_F03_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1107_ITS1F_G03_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1108_ITS1F_H03_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1109_ITS1F_A04_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999876,OTU135
EUSF1110_ITS1F_B04_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Kretzschmaria_deusta,1,OTU182
EUSF1111_ITS1F_C04_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Kretzschmaria_deusta,1,OTU182
EUSF1112_ITS1F_D04_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Apiosporaceae,Apiosporaceae,"Apiospora_setosa,Apiospora_bambusae,Apiospora_tintinnabula,Arthrinium_sacchari,Arthrinium_arundinis",0.970542,OTU205
EUSF1113_ITS1F_E04_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999902,OTU167
EUSF1114_ITS1F_F04_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1115_ITS1F_G04_cleaned.ab1,Sordariomycetes,Sordariomycetes,Coniochaetales,Coniochaetales,Coniochaetaceae,Coniochaetaceae,Coniochaeta_ligniaria,0.998068,OTU242
EUSF1116_ITS1F_H04_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1117_ITS1F_A05_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1118_ITS1F_B05_cleaned.ab1,Pezizomycetes,Pezizomycetes,Pezizales,Pezizales,Pezizaceae,Pezizaceae,"Peziza_praetervisa,Peziza_proteana,Peziza_lobulata",0.98667,OTU116
EUSF1119_ITS1F_C05_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1120_ITS1F_D05_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1121_ITS1F_E05_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,"Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.840764, 0.080208, 0.077349",OTU241
EUSF1122_ITS1F_F05_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1123_ITS1F_G05_cleaned.ab1,Pezizomycetes,Pezizomycetes,Pezizales,Pezizales,Pezizaceae,Pezizaceae,"Peziza_praetervisa,Peziza_proteana,Peziza_lobulata",0.997484,OTU73
EUSF1124_ITS1F_H05_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1125_ITS1F_A06_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1126_ITS1F_B06_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Biscogniauxia_mediterranea,1,OTU100
EUSF1127_ITS1F_C06_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999896,OTU249
EUSF1128_ITS1F_D06_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Kretzschmaria_deusta,1,OTU182
EUSF1129_ITS1F_E06_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1130_ITS1F_F06_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1132_ITS1F_H06_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1133_ITS1F_A07_cleaned.ab1,Sordariomycetes,Sordariomycetes,Coniochaetales,Coniochaetales,Coniochaetaceae,Coniochaetaceae,"Coniochaeta_mutabilis,Coniochaeta_ligniaria,Coniochaeta_hoffmannii,Coniochaeta_velutina,Coniochaeta_lignicola","0.888517, 0.034100, 0.018765, 0.016474",OTU255
EUSF1134_ITS1F_B07_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU244
EUSF1135_ITS1F_C07_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1136_ITS1F_D07_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Kretzschmaria_deusta,1,OTU182
EUSF1138_ITS1F_F07_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1139_ITS1F_G07_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1140_ITS1F_H07_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1141_ITS1F_A08_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1143_ITS1F_C08_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999876,OTU178
EUSF1144_ITS1F_D08_cleaned.ab1,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Aspergillaceae,Aspergillaceae,"Penicillium_viridicatum,Penicillium_freii","0.895740, 0.069317",OTU44
EUSF1145_ITS1F_E08_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1146_ITS1F_F08_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Biscogniauxia_mediterranea,1,OTU97
EUSF1147_ITS1F_G08_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1148_ITS1F_H08_cleaned.ab1,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Aspergillaceae,Aspergillaceae,"Penicillium_viridicatum,Penicillium_freii","0.895740, 0.069317",OTU44
EUSF1149_ITS1F_A09_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1150_ITS1F_B09_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1151_ITS1F_C09_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Biscogniauxia_mediterranea,1,OTU17
EUSF1152_ITS1F_D09_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Biscogniauxia_mediterranea,1,OTU141
EUSF1153_ITS1F_E09_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1154_ITS1F_F09_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1155_ITS1F_G09_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1156_ITS1F_H09_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1157_ITS1F_A10_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,"Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.524397, 0.260797, 0.196232",OTU208
EUSF1158_ITS1F_B10_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1159_ITS1F_C10_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1160_ITS1F_D10_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Biscogniauxia_mediterranea,1,OTU50
EUSF1161_ITS1F_E10_cleaned.ab1,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Aspergillaceae,Aspergillaceae,"Penicillium_viridicatum,Penicillium_freii","0.895740, 0.069317",OTU44
EUSF1162_ITS1F_F10_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1163_ITS1F_G10_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1164_ITS1F_H10_cleaned.ab1,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Aspergillaceae,Aspergillaceae,Penicillium_glabrum,1,OTU181
EUSF1165_ITS1F_A11_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1166_ITS1F_B11_cleaned.ab1,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Aspergillaceae,Aspergillaceae,Penicillium_glabrum,1,OTU181
EUSF1167_ITS1F_C11_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Mycosphaerellaceae,Mycosphaerellaceae,"Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628",OTU109
EUSF1168_ITS1F_D11_cleaned.ab1,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Aspergillaceae,Aspergillaceae,Penicillium_glabrum,1,OTU181
EUSF1169_ITS1F_E11_cleaned.ab1,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Aspergillaceae,Aspergillaceae,Penicillium_glabrum,1,OTU181
EUSF1170_ITS1F_F11_cleaned.ab1,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Aspergillaceae,Aspergillaceae,Penicillium_glabrum,1,OTU190
EUSF1171_ITS1F_G11_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Kretzschmaria_deusta,1,OTU182
EUSF1172_ITS1F_H11_cleaned.ab1,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Aspergillaceae,Aspergillaceae,Penicillium_glabrum,1,OTU181
EUSF1173_ITS1F_A12_cleaned.ab1,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Aspergillaceae,Aspergillaceae,Penicillium_glabrum,1,OTU181
EUSF1174_ITS1F_B12_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1175_ITS1F_C12_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1176_ITS1F_D12_cleaned.ab1,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Aspergillaceae,Aspergillaceae,Penicillium_glabrum,1,OTU181
EUSF1177_ITS1F_E12_cleaned.ab1,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Aspergillaceae,Aspergillaceae,Penicillium_glabrum,1,OTU157
EUSF1178_ITS1F_F12_cleaned.ab1,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Aspergillaceae,Aspergillaceae,Penicillium_glabrum,1,OTU181
EUSF1179_ITS1F_G12_cleaned.ab1,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Aspergillaceae,Aspergillaceae,Penicillium_glabrum,1,OTU181
EUSF1180_ITS1F_A01_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Apiosporaceae,Apiosporaceae,"Apiospora_setosa,Apiospora_bambusae,Apiospora_tintinnabula,Arthrinium_sacchari,Arthrinium_arundinis",0.975417,OTU13
EUSF1181_ITS1F_B01_cleaned.ab1,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeriaceae,"Neofusicoccum_kwambonambiense,Neofusicoccum_ribis",0.982573,OTU59
EUSF1182_ITS1F_C01_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1183_ITS1F_D01_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1184_ITS1F_E01_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1185_ITS1F_F01_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
