strain_name,Phylum,Order,GenusSpecies,AFTOL-ID,Strain_voucher,x18S,x28S,RPB1,RPB2,EF1A,nucITS,PreviousName
EUSF00830,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00541,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01719,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01680,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01603,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01521,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01470,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01449,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01319,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01314,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01309,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01258,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01230,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01204,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01200,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01194,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01191,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01190,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01188,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01178,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00626,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00594,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00590,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00577,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00575,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00555,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01469,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01350,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01276,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01261,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01179,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01086,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01036,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00717,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00659,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00596,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00592,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00586,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00583,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00517,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01865,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01697,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01354,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01348,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01344,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01307,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01283,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01272,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01209,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01169,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00758,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00608,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00595,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00579,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00578,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00558,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01905,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01549,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01280,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01231,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01055,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00971,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00967,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00593,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00585,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00547,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00544,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00518,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01955,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01935,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01692,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01380,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01361,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01300,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01225,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01032,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
