strain_name,Phylum,Order,GenusSpecies,AFTOL-ID,Strain_voucher,x18S,x28S,RPB1,RPB2,EF1A,nucITS,PreviousName
EUSF01222,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01161,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01160,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01054,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00969,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00952,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00894,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00856,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00809,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00796,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00790,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00732,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00729,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00728,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00709,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00704,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00696,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00679,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00672,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00540,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00523,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01715,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01700,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01608,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01536,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01376,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01295,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01286,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00985,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00972,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00919,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00910,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00893,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00760,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00629,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00545,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01624,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01617,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01538,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01525,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01456,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01004,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00996,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00815,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00677,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01691,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01632,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01249,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01234,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01228,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01101,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01052,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01044,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01022,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01013,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00966,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00633,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00597,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00513,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01712,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01688,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01547,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01520,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01378,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01377,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01324,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01274,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01252,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01244,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01235,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01233,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01212,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01201,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01195,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01192,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01176,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01173,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01172,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01148,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01144,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01104,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01094,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01093,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01058,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01051,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01030,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01029,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01023,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00886,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00834,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00770,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00654,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00573,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00559,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00542,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00515,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01681,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01627,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01618,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01535,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01396,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01330,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01271,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01247,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01245,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01216,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01205,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01177,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01170,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01115,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01096,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01053,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00942,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00787,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00749,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00724,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00719,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00713,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00567,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00566,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01967,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01541,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01468,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01328,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01312,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01310,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01270,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01263,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01260,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01259,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01257,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01248,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01239,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01238,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01223,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01217,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01189,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01181,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01024,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00950,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00944,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00903,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00805,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00712,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00660,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00635,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00565,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00564,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00551,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01963,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01869,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01698,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01518,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01095,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01081,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00705,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00657,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00641,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00610,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01956,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01543,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01382,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01332,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01298,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01251,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01246,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01237,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01232,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01012,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00955,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00789,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00752,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00605,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00587,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01408,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01315,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
