Query sequence,Most common phylum-level assignment,Phylum-level assignment,Most common order-level assignment,Order-level assignment,Taxon assignment,otu,otu_references
EUSF01004,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU432,
EUSF01007,Ascomycota,Ascomycota,Pleosporales,Pleosporales,1037_Westerdykella_cylindrica,OTU947,1037_Westerdykella_cylindrica
EUSF01006,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU361,
EUSF01009,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU965,
EUSF01008,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU297,
EUSF00891,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU787,
EUSF01419,Ascomycota,Ascomycota,Pezizales,Pezizales,"71_Peziza_proteana_f_sparassoides,507_Peziza_vesiculosa",OTU51,
EUSF01517,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU927,
EUSF01540,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU316,
EUSF01013,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU445,
EUSF01542,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU35,
EUSF01543,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU551,
EUSF00859,Ascomycota,Ascomycota,Xylariales,Xylariales,63_Xylaria_acuta,OTU229,
EUSF00808,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU739,
EUSF01545,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU315,
EUSF01147,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU806,
EUSF01014,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU266,
EUSF01547,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU452,
EUSF01309,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU577,
EUSF01136,Ascomycota,Ascomycota,Xylariales,Xylariales,63_Xylaria_acuta,OTU318,
EUSF01300,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU640,
EUSF01301,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU678,
EUSF01306,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU354,
EUSF01307,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU612,
EUSF01304,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU816,
EUSF01305,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU716,
EUSF00518,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU634,
EUSF01869,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU541,
EUSF01868,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU310,
EUSF01230,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU579,
EUSF01092,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU19,
EUSF01862,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU78,
EUSF01861,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU1001,
EUSF01091,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU20,
EUSF01867,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU251,
EUSF01097,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU784,
EUSF01865,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU607,OTU413
EUSF01095,Ascomycota,Ascomycota,Sordariomycetes incertae sedis,Sordariomycetes incertae sedis,1081_Magnaporthe_grisea,OTU544,
EUSF01904,Ascomycota,Ascomycota,Lecanorales,Lecanorales,84_Physcia_aipolia,OTU98,
EUSF01905,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU623,
EUSF01906,Ascomycota,Ascomycota,Lecanorales,Lecanorales,84_Physcia_aipolia,OTU692,
EUSF01908,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU671,
EUSF01909,Ascomycota,Ascomycota,Lecanorales,Lecanorales,84_Physcia_aipolia,OTU670,
EUSF00521,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU799,
EUSF00520,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU204,
EUSF00523,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU411,
EUSF00522,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU279,
EUSF00525,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU659,
EUSF00524,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU821,
EUSF00527,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU920,
EUSF00791,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU302,
EUSF00529,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU919,
EUSF00528,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU248,
EUSF01283,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU613,
EUSF00895,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU876,
EUSF01138,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU836,
EUSF00718,Ascomycota,Ascomycota,Dothideales,"Dothideales,Capnodiales","274_Dothidea_sambuci,921_Dothidea_insculpta,939_Capnodium_coffeae",OTU36,
EUSF00846,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU717,
EUSF00847,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU860,
EUSF00844,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU847,
EUSF00845,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU820,
EUSF00842,Ascomycota,Ascomycota,Xylariales,Xylariales,63_Xylaria_acuta,OTU230,
EUSF00843,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU892,
EUSF00840,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU861,
EUSF00841,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU342,
EUSF00749,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU505,
EUSF00698,Ascomycota,Ascomycota,Diaporthales,Diaporthales,935_Diaporthe_eres,OTU114,
EUSF01691,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU436,
EUSF01120,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU773,
EUSF00738,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU992,
EUSF00828,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU897,
EUSF00555,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU592,
EUSF00556,Ascomycota,Ascomycota,Pezizales,Pezizales,949_Pyronema_domesticum,OTU50,
EUSF00719,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU507,
EUSF00551,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU539,
EUSF00552,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU109,
EUSF00553,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU1004,
EUSF01126,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU221,
EUSF00558,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU622,
EUSF00559,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU484,
EUSF01605,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU745,
EUSF01604,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU813,
EUSF01603,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU571,
EUSF01602,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU370,
EUSF01238,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU524,
EUSF01239,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU523,
EUSF00739,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU950,
EUSF01237,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU557,
EUSF01234,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU439,
EUSF01235,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU460,
EUSF01232,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU558,
EUSF01233,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU461,
EUSF00732,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU402,
EUSF01608,Ascomycota,Ascomycota,Pezizales,Pezizales,65_Aleuria_aurantia,OTU414,
EUSF00635,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU536,
EUSF00634,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU27,
EUSF00637,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU198,
EUSF00636,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU12,
EUSF00631,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU273,
EUSF00630,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU168,
EUSF00633,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU447,
EUSF00632,Ascomycota,Ascomycota,Diaporthales,Diaporthales,935_Diaporthe_eres,OTU105,
EUSF01070,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU945,
EUSF00639,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU167,
EUSF00638,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU382,
EUSF01071,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU875,
EUSF00742,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU867,
EUSF00869,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU989,
EUSF01596,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU959,
EUSF01518,Ascomycota,Ascomycota,Helotiales,"Helotiales,Rhytismatales","147_Coccomyces_dentatus,744_Potebniamyces_pyri,166_Cudoniella_clavus,1_Leotia_lubrica,49_Lachnum_virgineum,941_Dermea_acerina,151_Chlorociboria_aeruginosa,76_Mollisia_cinerea,279_Monilinia_fructicola,59_Botrytis_cinerea",OTU543,
EUSF01049,Ascomycota,Ascomycota,Sordariomycetes incertae sedis,Sordariomycetes incertae sedis,1081_Magnaporthe_grisea,OTU260,
EUSF01048,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU340,
EUSF01045,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU359,
EUSF01044,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU443,
EUSF01046,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU296,
EUSF01041,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU148,
EUSF01043,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU261,
EUSF01042,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU262,
EUSF01690,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU93,
EUSF01123,Ascomycota,Ascomycota,Pezizales,Pezizales,"71_Peziza_proteana_f_sparassoides,507_Peziza_vesiculosa",OTU82,
EUSF01692,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU637,
EUSF01121,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU1006,
EUSF01694,Ascomycota,Ascomycota,Dothideales,"Dothideales,Capnodiales","274_Dothidea_sambuci,921_Dothidea_insculpta,939_Capnodium_coffeae",OTU16,
EUSF01695,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU352,
EUSF01696,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU740,
EUSF01697,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU608,
EUSF01698,Ascomycota,Ascomycota,Sordariales,Sordariales,216_Sordaria_fimicola,OTU542,
EUSF01699,Ascomycota,Ascomycota,Helotiales,"Helotiales,Rhytismatales","147_Coccomyces_dentatus,744_Potebniamyces_pyri,166_Cudoniella_clavus,1_Leotia_lubrica,49_Lachnum_virgineum,941_Dermea_acerina,151_Chlorociboria_aeruginosa,76_Mollisia_cinerea,279_Monilinia_fructicola,59_Botrytis_cinerea",OTU685,
EUSF01128,Ascomycota,Ascomycota,Xylariales,Xylariales,63_Xylaria_acuta,OTU356,
EUSF01280,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU625,
EUSF00745,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU910,
EUSF01286,Ascomycota,Ascomycota,Sordariales,Sordariales,1085_Podospora_anserina,OTU418,
EUSF00747,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU948,
EUSF00746,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU909,
EUSF00770,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU481,
EUSF01273,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU335,
EUSF00773,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU866,
EUSF00949,Ascomycota,Ascomycota,Dothideales,"Dothideales,Capnodiales","274_Dothidea_sambuci,921_Dothidea_insculpta,939_Capnodium_coffeae",OTU44,
EUSF00948,Ascomycota,Ascomycota,Dothideales,"Dothideales,Capnodiales","274_Dothidea_sambuci,921_Dothidea_insculpta,939_Capnodium_coffeae",OTU14,
EUSF00947,Ascomycota,Ascomycota,Diaporthales,Diaporthales,935_Diaporthe_eres,OTU244,
EUSF00946,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU176,
EUSF00945,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU643,
EUSF00944,Ascomycota,Ascomycota,Umbilicariales,Umbilicariales,645_Umbilicaria_mammulata,OTU531,
EUSF00943,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU177,
EUSF00942,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU503,
EUSF00941,Ascomycota,Ascomycota,Diaporthales,Diaporthales,935_Diaporthe_eres,OTU127,
EUSF00940,Ascomycota,Ascomycota,Xylariales,Xylariales,63_Xylaria_acuta,OTU224,
EUSF01632,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU437,
EUSF00776,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU905,
EUSF01145,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU807,
EUSF00729,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU403,
EUSF00671,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU913,
EUSF01344,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU611,
EUSF01631,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU969,
EUSF01469,Ascomycota,Ascomycota,Sordariomycetes incertae sedis,Sordariomycetes incertae sedis,1081_Magnaporthe_grisea,OTU593,
EUSF01468,Ascomycota,Ascomycota,Sordariomycetes incertae sedis,Sordariomycetes incertae sedis,1081_Magnaporthe_grisea,OTU513,
EUSF01466,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU988,
EUSF01464,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU941,
EUSF01348,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU610,
EUSF01949,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU385,
EUSF01199,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU728,
EUSF01198,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU729,
EUSF01197,Ascomycota,Ascomycota,Xylariales,Xylariales,63_Xylaria_acuta,OTU218,
EUSF01196,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU730,
EUSF01946,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU348,
EUSF01947,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU329,
EUSF01341,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU333,
EUSF01192,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU465,
EUSF01191,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU583,
EUSF01190,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU584,"OTU581,OTU580,OTU585,OTU590,OTU586,OTU583,OTU465,OTU463,OTU450,OTU466,OTU467,OTU468,OTU464,OTU693,OTU689,OTU690,OTU691,OTU694,OTU688,OTU667,OTU674,OTU672,OTU671,OTU673,OTU682,OTU681,OTU683,OTU605,OTU597,OTU386,OTU389,OTU615,OTU616,OTU655,OTU656,OTU943,OTU608,OTU498,OTU499,OTU527,OTU582,1080_Aspergillus_nidulans,1079_Aspergillus_fumigatus"
EUSF00723,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU993,
EUSF01224,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU725,
EUSF01148,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU469,
EUSF01220,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU355,
EUSF00725,Ascomycota,Ascomycota,Diaporthales,Diaporthales,935_Diaporthe_eres,OTU191,
EUSF01140,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU808,
EUSF00752,Ascomycota,Ascomycota,Xylariales,Xylariales,63_Xylaria_acuta,OTU562,
EUSF00724,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU506,
EUSF00707,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU699,
EUSF00863,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU887,
EUSF01939,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU650,
EUSF01938,Ascomycota,Ascomycota,Lecanorales,Lecanorales,84_Physcia_aipolia,OTU703,
EUSF01931,Ascomycota,Ascomycota,Sordariomycetes incertae sedis,Sordariomycetes incertae sedis,1081_Magnaporthe_grisea,OTU705,
EUSF01933,Ascomycota,Ascomycota,Lecanorales,Lecanorales,84_Physcia_aipolia,OTU974,
EUSF01932,Ascomycota,Ascomycota,Lecanorales,Lecanorales,84_Physcia_aipolia,OTU704,
EUSF01935,Ascomycota,Ascomycota,Lecanorales,Lecanorales,84_Physcia_aipolia,OTU636,
EUSF01937,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU688,
EUSF01936,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU681,
EUSF01338,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU653,
EUSF00619,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU276,
EUSF00618,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU199,
EUSF00836,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU379,
EUSF00835,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU894,
EUSF00834,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU480,
EUSF00833,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU365,
EUSF00832,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU895,
EUSF00831,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU896,
EUSF00830,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU567,
EUSF00839,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU157,
EUSF00838,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU893,
EUSF00684,Ascomycota,Ascomycota,Diaporthales,Diaporthales,935_Diaporthe_eres,OTU136,
EUSF00686,Ascomycota,Ascomycota,Pezizales,Pezizales,"71_Peziza_proteana_f_sparassoides,507_Peziza_vesiculosa",OTU76,
EUSF00687,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU212,
EUSF00680,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU193,
EUSF00681,Ascomycota,Ascomycota,Diaporthales,Diaporthales,935_Diaporthe_eres,OTU192,
EUSF00682,Ascomycota,Ascomycota,Sordariales,Sordariales,"1078_Neurospora_crassa,216_Sordaria_fimicola,217_Chaetomium_globosum,1085_Podospora_anserina",OTU700,1082_Fusarium_graminearum
EUSF00683,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU161,
EUSF00565,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU537,
EUSF00564,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU538,
EUSF00567,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU509,
EUSF00566,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU510,
EUSF00688,Ascomycota,Ascomycota,Diaporthales,Diaporthales,935_Diaporthe_eres,OTU135,
EUSF00689,Ascomycota,Ascomycota,Diaporthales,Diaporthales,935_Diaporthe_eres,OTU211,
EUSF00563,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU955,
EUSF00562,Ascomycota,Ascomycota,Pezizales,Pezizales,62_Scutellinia_scutellata,OTU100,"OTU120,OTU116,OTU203"
EUSF01168,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU655,
EUSF01169,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU616,
EUSF01166,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU943,
EUSF01218,Ascomycota,Ascomycota,Lecanorales,Lecanorales,3_Cladonia_caroliniana,OTU994,
EUSF01164,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU656,
EUSF01679,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU652,
EUSF01163,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU856,
EUSF01160,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU393,
EUSF01219,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU255,
EUSF01247,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU494,
EUSF00704,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU406,
EUSF00668,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU195,
EUSF00706,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU159,
EUSF00701,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU911,
EUSF00700,Ascomycota,Ascomycota,Diaporthales,Diaporthales,935_Diaporthe_eres,OTU132,
EUSF00703,Ascomycota,Ascomycota,Capnodiales,Capnodiales,939_Capnodium_coffeae,OTU666,OTU707
EUSF01240,Ascomycota,Ascomycota,Sordariomycetes incertae sedis,Sordariomycetes incertae sedis,1081_Magnaporthe_grisea,OTU654,
EUSF00662,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU196,
EUSF00663,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU10,
EUSF00660,Ascomycota,Ascomycota,Sordariomycetes incertae sedis,Sordariomycetes incertae sedis,1081_Magnaporthe_grisea,OTU535,
